study_a,study_b,var_name_a,var_name_b,similarity_score
gissi-hf,time-chf,f12_dspirono,dosespirov1,0.888888888888889
gissi-hf,time-chf,f12_dspirono,dosespirov3,0.888888888888889
gissi-hf,time-chf,f12_dspirono,dosespirobl,0.888888888888889
gissi-hf,time-chf,f12_dspirono,spiroadjbl,0.625
gissi-hf,time-chf,f12_dspirono,spiroadj3,0.625
gissi-hf,time-chf,f12_dspirono,dosespirov18,0.888888888888889
gissi-hf,time-chf,f12_dspirono,spiroadj1,0.625
gissi-hf,time-chf,f12_dspirono,spiroadj6,0.625
gissi-hf,time-chf,f12_dspirono,spiroadj12,0.625
gissi-hf,time-chf,f12_dspirono,dosespirov6,0.888888888888889
gissi-hf,time-chf,f12_dspirono,dosespirov12,0.888888888888889
gissi-hf,time-chf,f8_openstat,statin_at_bl,0.625
gissi-hf,time-chf,f8_openstat,statin_dose_bl,0.625
gissi-hf,time-chf,f8_openstat,statin01,0.875
gissi-hf,time-chf,f99_edemperi,edema18,0.875
gissi-hf,time-chf,f99_edemperi,edemahist18,0.625
gissi-hf,time-chf,f99_edemperi,edema6,0.875
gissi-hf,time-chf,f99_edemperi,edema1,0.875
gissi-hf,time-chf,f99_edemperi,edemahist12,0.625
gissi-hf,time-chf,f99_edemperi,edemahist3,0.625
gissi-hf,time-chf,f99_edemperi,edema12,0.875
gissi-hf,time-chf,f99_edemperi,edemahistory,0.625
gissi-hf,time-chf,f99_edemperi,edema3,0.875
gissi-hf,time-chf,f99_edemperi,edemahist6,0.625
gissi-hf,time-chf,f99_edemperi,edemahist1,0.625
gissi-hf,time-chf,f99_edemperi,edema,0.875
gissi-hf,time-chf,f12_descopen,statin_at_bl,0.875
gissi-hf,time-chf,f12_descopen,statin_dose_bl,0.625
gissi-hf,time-chf,f12_descopen,statin01,0.625
gissi-hf,time-chf,f3_volsis,lvesv_12,0.6666666666666667
gissi-hf,time-chf,f3_volsis,lvesv,0.6666666666666667
gissi-hf,time-chf,f3_volsis,lvesv_18,0.6666666666666667
gissi-hf,time-chf,f9_sartani,doseatiiv3,0.625
gissi-hf,time-chf,f9_sartani,atiiadj6,0.625
gissi-hf,time-chf,f9_sartani,v3atii,0.625
gissi-hf,time-chf,f9_sartani,doseatiiv12,0.625
gissi-hf,time-chf,f9_sartani,atiiadj1,0.625
gissi-hf,time-chf,f9_sartani,blatii,0.625
gissi-hf,time-chf,f9_sartani,v18atii,0.625
gissi-hf,time-chf,f9_sartani,atii_at_v3,0.875
gissi-hf,time-chf,f9_sartani,atii_at_bl,0.875
gissi-hf,time-chf,f9_sartani,atiiadj12,0.625
gissi-hf,time-chf,f9_sartani,atiiadjbl,0.625
gissi-hf,time-chf,f9_sartani,atii_at_v18,0.875
gissi-hf,time-chf,f9_sartani,atii_at_v6,0.875
gissi-hf,time-chf,f9_sartani,v1atii,0.625
gissi-hf,time-chf,f9_sartani,atii_at_v1,0.875
gissi-hf,time-chf,f9_sartani,v6atii,0.625
gissi-hf,time-chf,f9_sartani,doseatiiv1,0.625
gissi-hf,time-chf,f9_sartani,atiiadj3,0.625
gissi-hf,time-chf,f9_sartani,atii_at_v12,0.875
gissi-hf,time-chf,f9_sartani,doseatiiv18,0.625
gissi-hf,time-chf,f9_sartani,doseatiibl,0.625
gissi-hf,time-chf,f9_sartani,doseatiiv6,0.625
gissi-hf,time-chf,f9_sartani,v12atii,0.625
gissi-hf,time-chf,f12_altdiu,diuadj12,0.625
gissi-hf,time-chf,f12_altdiu,diuadj6,0.625
gissi-hf,time-chf,f12_altdiu,diuadjbl,0.625
gissi-hf,time-chf,f12_altdiu,diuadj3,0.625
gissi-hf,time-chf,f12_altdiu,diuadj1,0.625
gissi-hf,time-chf,f10_emoglob,hb18,0.888888888888889
gissi-hf,time-chf,f10_emoglob,hb,0.888888888888889
gissi-hf,time-chf,f10_emoglob,hb12,0.888888888888889
gissi-hf,time-chf,f10_emoglob,hb6,0.888888888888889
gissi-hf,time-chf,f14_spirono,dosespirov1,0.625
gissi-hf,time-chf,f14_spirono,dosespirov3,0.625
gissi-hf,time-chf,f14_spirono,dosespirobl,0.625
gissi-hf,time-chf,f14_spirono,spiroadjbl,0.625
gissi-hf,time-chf,f14_spirono,spiroadj3,0.625
gissi-hf,time-chf,f14_spirono,dosespirov18,0.625
gissi-hf,time-chf,f14_spirono,spiroadj1,0.625
gissi-hf,time-chf,f14_spirono,spiroadj6,0.625
gissi-hf,time-chf,f14_spirono,spiroadj12,0.625
gissi-hf,time-chf,f14_spirono,dosespirov6,0.625
gissi-hf,time-chf,f14_spirono,dosespirov12,0.625
gissi-hf,time-chf,f10_creatin,creatinine,0.7777777777777778
gissi-hf,time-chf,f10_creatin,crea1,0.7777777777777778
gissi-hf,time-chf,f10_creatin,crea6,0.7777777777777778
gissi-hf,time-chf,f10_creatin,crea12,0.7777777777777778
gissi-hf,time-chf,f10_creatin,crea3,0.7777777777777778
gissi-hf,time-chf,f10_creatin,crea18,0.7777777777777778
gissi-hf,time-chf,f6_asa,aspirin_v12,1.0
gissi-hf,time-chf,f6_asa,aspirin_v3,0.875
gissi-hf,time-chf,f6_asa,aspirin_v6,0.875
gissi-hf,time-chf,f6_asa,aspirin_bl,0.875
gissi-hf,time-chf,f6_asa,aspirin_v18,0.875
gissi-hf,time-chf,f6_asa,aspirin_v1,0.875
gissi-hf,time-chf,f11_asa,aspirin_v12,0.875
gissi-hf,time-chf,f11_asa,aspirin_v3,0.875
gissi-hf,time-chf,f11_asa,aspirin_v6,0.875
gissi-hf,time-chf,f11_asa,aspirin_bl,0.875
gissi-hf,time-chf,f11_asa,aspirin_v18,0.875
gissi-hf,time-chf,f11_asa,aspirin_v1,0.875
gissi-hf,time-chf,f6_openstat,statin_at_bl,0.625
gissi-hf,time-chf,f6_openstat,statin_dose_bl,0.625
gissi-hf,time-chf,f6_openstat,statin01,0.875
gissi-hf,time-chf,f6_dspirono,dosespirov1,0.888888888888889
gissi-hf,time-chf,f6_dspirono,dosespirov3,0.888888888888889
gissi-hf,time-chf,f6_dspirono,dosespirobl,0.888888888888889
gissi-hf,time-chf,f6_dspirono,spiroadjbl,0.625
gissi-hf,time-chf,f6_dspirono,spiroadj3,0.625
gissi-hf,time-chf,f6_dspirono,dosespirov18,0.888888888888889
gissi-hf,time-chf,f6_dspirono,spiroadj1,0.625
gissi-hf,time-chf,f6_dspirono,spiroadj6,0.625
gissi-hf,time-chf,f6_dspirono,spiroadj12,0.75
gissi-hf,time-chf,f6_dspirono,dosespirov6,0.888888888888889
gissi-hf,time-chf,f6_dspirono,dosespirov12,1.0
gissi-hf,time-chf,f6_altdiu,diuadj12,0.75
gissi-hf,time-chf,f6_altdiu,diuadj6,0.625
gissi-hf,time-chf,f6_altdiu,diuadjbl,0.625
gissi-hf,time-chf,f6_altdiu,diuadj3,0.625
gissi-hf,time-chf,f6_altdiu,diuadj1,0.625
gissi-hf,time-chf,f10_asa,aspirin_v12,0.875
gissi-hf,time-chf,f10_asa,aspirin_v3,0.875
gissi-hf,time-chf,f10_asa,aspirin_v6,0.875
gissi-hf,time-chf,f10_asa,aspirin_bl,0.875
gissi-hf,time-chf,f10_asa,aspirin_v18,0.875
gissi-hf,time-chf,f10_asa,aspirin_v1,0.875
gissi-hf,time-chf,f9_altace,ace_at_v3,0.625
gissi-hf,time-chf,f9_altace,doseacev12,0.625
gissi-hf,time-chf,f9_altace,ace_at_v12,0.625
gissi-hf,time-chf,f9_altace,ace_at_v6,0.625
gissi-hf,time-chf,f9_altace,blace,0.625
gissi-hf,time-chf,f9_altace,v3ace,0.625
gissi-hf,time-chf,f9_altace,aceadjbl,0.625
gissi-hf,time-chf,f9_altace,doseacev3,0.625
gissi-hf,time-chf,f9_altace,aceadj12,0.625
gissi-hf,time-chf,f9_altace,ace_at_bl,0.625
gissi-hf,time-chf,f9_altace,doseacebl,0.625
gissi-hf,time-chf,f9_altace,v1ace,0.625
gissi-hf,time-chf,f9_altace,ace_at_v1,0.625
gissi-hf,time-chf,f9_altace,v12ace,0.625
gissi-hf,time-chf,f9_altace,aceadj6,0.625
gissi-hf,time-chf,f9_altace,aceadj3,0.625
gissi-hf,time-chf,f9_altace,doseacev6,0.625
gissi-hf,time-chf,f9_altace,v6ace,0.625
gissi-hf,time-chf,f9_altace,aceadj1,0.625
gissi-hf,time-chf,f9_altace,doseacev18,0.625
gissi-hf,time-chf,f9_altace,doseacev1,0.625
gissi-hf,time-chf,f9_altace,v18ace,0.625
gissi-hf,time-chf,f9_altace,ace_at_v18,0.625
gissi-hf,time-chf,f12_alt,alt,0.7777777777777778
gissi-hf,time-chf,f5_edemperi,edema18,0.875
gissi-hf,time-chf,f5_edemperi,edemahist18,0.625
gissi-hf,time-chf,f5_edemperi,edema6,1.0
gissi-hf,time-chf,f5_edemperi,edema1,0.875
gissi-hf,time-chf,f5_edemperi,edemahist12,0.625
gissi-hf,time-chf,f5_edemperi,edemahist3,0.625
gissi-hf,time-chf,f5_edemperi,edema12,0.875
gissi-hf,time-chf,f5_edemperi,edemahistory,0.625
gissi-hf,time-chf,f5_edemperi,edema3,0.875
gissi-hf,time-chf,f5_edemperi,edemahist6,0.75
gissi-hf,time-chf,f5_edemperi,edemahist1,0.625
gissi-hf,time-chf,f5_edemperi,edema,0.875
gissi-hf,time-chf,f6_daltace,ace_at_v3,0.625
gissi-hf,time-chf,f6_daltace,doseacev12,0.6666666666666667
gissi-hf,time-chf,f6_daltace,ace_at_v12,0.75
gissi-hf,time-chf,f6_daltace,ace_at_v6,0.625
gissi-hf,time-chf,f6_daltace,blace,0.625
gissi-hf,time-chf,f6_daltace,v3ace,0.625
gissi-hf,time-chf,f6_daltace,aceadjbl,0.625
gissi-hf,time-chf,f6_daltace,doseacev3,0.5555555555555556
gissi-hf,time-chf,f6_daltace,aceadj12,0.75
gissi-hf,time-chf,f6_daltace,ace_at_bl,0.625
gissi-hf,time-chf,f6_daltace,doseacebl,0.5555555555555556
gissi-hf,time-chf,f6_daltace,v1ace,0.625
gissi-hf,time-chf,f6_daltace,ace_at_v1,0.625
gissi-hf,time-chf,f6_daltace,v12ace,0.75
gissi-hf,time-chf,f6_daltace,aceadj6,0.625
gissi-hf,time-chf,f6_daltace,aceadj3,0.625
gissi-hf,time-chf,f6_daltace,doseacev6,0.5555555555555556
gissi-hf,time-chf,f6_daltace,v6ace,0.625
gissi-hf,time-chf,f6_daltace,aceadj1,0.625
gissi-hf,time-chf,f6_daltace,doseacev18,0.5555555555555556
gissi-hf,time-chf,f6_daltace,doseacev1,0.5555555555555556
gissi-hf,time-chf,f6_daltace,v18ace,0.625
gissi-hf,time-chf,f6_daltace,ace_at_v18,0.625
gissi-hf,time-chf,f10_spirono,dosespirov1,0.625
gissi-hf,time-chf,f10_spirono,dosespirov3,0.625
gissi-hf,time-chf,f10_spirono,dosespirobl,0.625
gissi-hf,time-chf,f10_spirono,spiroadjbl,0.625
gissi-hf,time-chf,f10_spirono,spiroadj3,0.625
gissi-hf,time-chf,f10_spirono,dosespirov18,0.625
gissi-hf,time-chf,f10_spirono,spiroadj1,0.625
gissi-hf,time-chf,f10_spirono,spiroadj6,0.625
gissi-hf,time-chf,f10_spirono,spiroadj12,0.625
gissi-hf,time-chf,f10_spirono,dosespirov6,0.625
gissi-hf,time-chf,f10_spirono,dosespirov12,0.625
gissi-hf,time-chf,ematocri,hct,1.0
gissi-hf,time-chf,ematocri,hct6,0.888888888888889
gissi-hf,time-chf,ematocri,hct12,0.888888888888889
gissi-hf,time-chf,ematocri,hct18,0.888888888888889
gissi-hf,time-chf,f7_lalt,alt,0.5555555555555556
gissi-hf,time-chf,f4_edemperi,edema18,0.875
gissi-hf,time-chf,f4_edemperi,edemahist18,0.625
gissi-hf,time-chf,f4_edemperi,edema6,0.875
gissi-hf,time-chf,f4_edemperi,edema1,0.875
gissi-hf,time-chf,f4_edemperi,edemahist12,0.625
gissi-hf,time-chf,f4_edemperi,edemahist3,0.75
gissi-hf,time-chf,f4_edemperi,edema12,0.875
gissi-hf,time-chf,f4_edemperi,edemahistory,0.625
gissi-hf,time-chf,f4_edemperi,edema3,1.0
gissi-hf,time-chf,f4_edemperi,edemahist6,0.625
gissi-hf,time-chf,f4_edemperi,edemahist1,0.625
gissi-hf,time-chf,f4_edemperi,edema,0.875
gissi-hf,time-chf,f3_desaltbb,bb_at_v3,0.625
gissi-hf,time-chf,f3_desaltbb,bbadjbl,0.625
gissi-hf,time-chf,f3_desaltbb,v1bb,0.875
gissi-hf,time-chf,f3_desaltbb,v6bb,0.75
gissi-hf,time-chf,f3_desaltbb,bbadj1,0.75
gissi-hf,time-chf,f3_desaltbb,bb_at_v12,0.625
gissi-hf,time-chf,f3_desaltbb,bbadj12,0.625
gissi-hf,time-chf,f3_desaltbb,dosebbv1,0.75
gissi-hf,time-chf,f3_desaltbb,bb_at_bl,0.625
gissi-hf,time-chf,f3_desaltbb,blbb,0.75
gissi-hf,time-chf,f3_desaltbb,v3bb,0.75
gissi-hf,time-chf,f3_desaltbb,v18bb,0.75
gissi-hf,time-chf,f3_desaltbb,bbadj3,0.625
gissi-hf,time-chf,f3_desaltbb,dosebbv18,0.625
gissi-hf,time-chf,f3_desaltbb,bb_at_v18,0.625
gissi-hf,time-chf,f3_desaltbb,dosebbbl,0.625
gissi-hf,time-chf,f3_desaltbb,dosebbv3,0.625
gissi-hf,time-chf,f3_desaltbb,bbadj6,0.625
gissi-hf,time-chf,f3_desaltbb,dosebbv12,0.625
gissi-hf,time-chf,f3_desaltbb,bb_at_v6,0.625
gissi-hf,time-chf,f3_desaltbb,v12bb,0.75
gissi-hf,time-chf,f3_desaltbb,bb_at_v1,0.75
gissi-hf,time-chf,f3_desaltbb,dosebbv6,0.625
gissi-hf,time-chf,f4_antidepr,antidepress,0.875
gissi-hf,time-chf,pesoatt,weight,1.0
gissi-hf,time-chf,pesoatt,weight6,0.888888888888889
gissi-hf,time-chf,pesoatt,weight18,0.888888888888889
gissi-hf,time-chf,pesoatt,weight3,0.888888888888889
gissi-hf,time-chf,pesoatt,weight1,0.888888888888889
gissi-hf,time-chf,pesoatt,weight12,0.888888888888889
gissi-hf,time-chf,f10_altdiu,diuadj12,0.625
gissi-hf,time-chf,f10_altdiu,diuadj6,0.625
gissi-hf,time-chf,f10_altdiu,diuadjbl,0.625
gissi-hf,time-chf,f10_altdiu,diuadj3,0.625
gissi-hf,time-chf,f10_altdiu,diuadj1,0.625
gissi-hf,time-chf,rantobas,rales1,0.625
gissi-hf,time-chf,rantobas,rales_01,0.75
gissi-hf,time-chf,rantobas,rales6,0.625
gissi-hf,time-chf,rantobas,rales12,0.625
gissi-hf,time-chf,rantobas,rales3_01,0.625
gissi-hf,time-chf,rantobas,rales,0.75
gissi-hf,time-chf,rantobas,rales6_01,0.625
gissi-hf,time-chf,rantobas,rales18,0.625
gissi-hf,time-chf,rantobas,rales3,0.625
gissi-hf,time-chf,rantobas,rales1_01,0.625
gissi-hf,time-chf,f99_dfurosem,v3furo,0.625
gissi-hf,time-chf,f99_dfurosem,dosefurov12,0.888888888888889
gissi-hf,time-chf,f99_dfurosem,v12furo,0.625
gissi-hf,time-chf,f99_dfurosem,dosefurov3,0.888888888888889
gissi-hf,time-chf,f99_dfurosem,v1furo,0.625
gissi-hf,time-chf,f99_dfurosem,blfuro,0.625
gissi-hf,time-chf,f99_dfurosem,dosefurov6,0.888888888888889
gissi-hf,time-chf,f99_dfurosem,v18furo,0.625
gissi-hf,time-chf,f99_dfurosem,dosefurobl,0.888888888888889
gissi-hf,time-chf,f99_dfurosem,dosefurov18,0.888888888888889
gissi-hf,time-chf,f99_dfurosem,dosefurov1,0.888888888888889
gissi-hf,time-chf,f99_dfurosem,v6furo,0.625
gissi-hf,time-chf,f5_sartani,doseatiiv3,0.625
gissi-hf,time-chf,f5_sartani,atiiadj6,0.75
gissi-hf,time-chf,f5_sartani,v3atii,0.625
gissi-hf,time-chf,f5_sartani,doseatiiv12,0.625
gissi-hf,time-chf,f5_sartani,atiiadj1,0.625
gissi-hf,time-chf,f5_sartani,blatii,0.625
gissi-hf,time-chf,f5_sartani,v18atii,0.625
gissi-hf,time-chf,f5_sartani,atii_at_v3,0.875
gissi-hf,time-chf,f5_sartani,atii_at_bl,0.875
gissi-hf,time-chf,f5_sartani,atiiadj12,0.625
gissi-hf,time-chf,f5_sartani,atiiadjbl,0.625
gissi-hf,time-chf,f5_sartani,atii_at_v18,0.875
gissi-hf,time-chf,f5_sartani,atii_at_v6,1.0
gissi-hf,time-chf,f5_sartani,v1atii,0.625
gissi-hf,time-chf,f5_sartani,atii_at_v1,0.875
gissi-hf,time-chf,f5_sartani,v6atii,0.75
gissi-hf,time-chf,f5_sartani,doseatiiv1,0.625
gissi-hf,time-chf,f5_sartani,atiiadj3,0.625
gissi-hf,time-chf,f5_sartani,atii_at_v12,0.875
gissi-hf,time-chf,f5_sartani,doseatiiv18,0.625
gissi-hf,time-chf,f5_sartani,doseatiibl,0.625
gissi-hf,time-chf,f5_sartani,doseatiiv6,0.75
gissi-hf,time-chf,f5_sartani,v12atii,0.625
gissi-hf,time-chf,f6_dfurosem,v3furo,0.625
gissi-hf,time-chf,f6_dfurosem,dosefurov12,1.0
gissi-hf,time-chf,f6_dfurosem,v12furo,0.75
gissi-hf,time-chf,f6_dfurosem,dosefurov3,0.888888888888889
gissi-hf,time-chf,f6_dfurosem,v1furo,0.625
gissi-hf,time-chf,f6_dfurosem,blfuro,0.625
gissi-hf,time-chf,f6_dfurosem,dosefurov6,0.888888888888889
gissi-hf,time-chf,f6_dfurosem,v18furo,0.625
gissi-hf,time-chf,f6_dfurosem,dosefurobl,0.888888888888889
gissi-hf,time-chf,f6_dfurosem,dosefurov18,0.888888888888889
gissi-hf,time-chf,f6_dfurosem,dosefurov1,0.888888888888889
gissi-hf,time-chf,f6_dfurosem,v6furo,0.625
gissi-hf,time-chf,f3_furosemi,v3furo,0.875
gissi-hf,time-chf,f3_furosemi,dosefurov12,0.625
gissi-hf,time-chf,f3_furosemi,v12furo,0.875
gissi-hf,time-chf,f3_furosemi,dosefurov3,0.625
gissi-hf,time-chf,f3_furosemi,v1furo,1.0
gissi-hf,time-chf,f3_furosemi,blfuro,0.875
gissi-hf,time-chf,f3_furosemi,dosefurov6,0.625
gissi-hf,time-chf,f3_furosemi,v18furo,0.875
gissi-hf,time-chf,f3_furosemi,dosefurobl,0.625
gissi-hf,time-chf,f3_furosemi,dosefurov18,0.625
gissi-hf,time-chf,f3_furosemi,dosefurov1,0.75
gissi-hf,time-chf,f3_furosemi,v6furo,0.875
gissi-hf,time-chf,f4_ematocri,hct,0.888888888888889
gissi-hf,time-chf,f4_ematocri,hct6,0.888888888888889
gissi-hf,time-chf,f4_ematocri,hct12,0.888888888888889
gissi-hf,time-chf,f4_ematocri,hct18,0.888888888888889
gissi-hf,time-chf,f5_ondeq,pathologischeqinv4v6_18,0.6875000000000001
gissi-hf,time-chf,f5_ondeq,pathologischeqinavli_12,0.7083333333333334
gissi-hf,time-chf,f5_ondeq,pathologischeqiniiiiiavf_18,0.6875000000000001
gissi-hf,time-chf,f5_ondeq,pathologischeqinv4v6,0.6875000000000001
gissi-hf,time-chf,f5_ondeq,pathologischeqinv4v6_12,0.6875000000000001
gissi-hf,time-chf,f5_ondeq,pathologischeqinv2v3_12,0.7083333333333334
gissi-hf,time-chf,f5_ondeq,pathologischeqinv2v3_18,0.7083333333333334
gissi-hf,time-chf,f5_ondeq,pathologischeqiniiiiiavf_12,0.6875000000000001
gissi-hf,time-chf,f5_ondeq,pathologischeqinavli_18,0.7083333333333334
gissi-hf,time-chf,f5_ondeq,pathologischeqinv2v3,0.7083333333333334
gissi-hf,time-chf,f5_ondeq,pathologischeqinavli,0.7083333333333334
gissi-hf,time-chf,f5_ondeq,pathologischeqiniiiiiavf,0.6875000000000001
gissi-hf,time-chf,f6_edemperi,edema18,0.875
gissi-hf,time-chf,f6_edemperi,edemahist18,0.625
gissi-hf,time-chf,f6_edemperi,edema6,0.875
gissi-hf,time-chf,f6_edemperi,edema1,0.875
gissi-hf,time-chf,f6_edemperi,edemahist12,0.75
gissi-hf,time-chf,f6_edemperi,edemahist3,0.625
gissi-hf,time-chf,f6_edemperi,edema12,1.0
gissi-hf,time-chf,f6_edemperi,edemahistory,0.625
gissi-hf,time-chf,f6_edemperi,edema3,0.875
gissi-hf,time-chf,f6_edemperi,edemahist6,0.625
gissi-hf,time-chf,f6_edemperi,edemahist1,0.625
gissi-hf,time-chf,f6_edemperi,edema,0.875
gissi-hf,time-chf,f10_antidepr,antidepress,0.875
gissi-hf,time-chf,f14_desaltbb,bb_at_v3,0.625
gissi-hf,time-chf,f14_desaltbb,bbadjbl,0.625
gissi-hf,time-chf,f14_desaltbb,v1bb,0.75
gissi-hf,time-chf,f14_desaltbb,v6bb,0.75
gissi-hf,time-chf,f14_desaltbb,bbadj1,0.625
gissi-hf,time-chf,f14_desaltbb,bb_at_v12,0.625
gissi-hf,time-chf,f14_desaltbb,bbadj12,0.625
gissi-hf,time-chf,f14_desaltbb,dosebbv1,0.625
gissi-hf,time-chf,f14_desaltbb,bb_at_bl,0.625
gissi-hf,time-chf,f14_desaltbb,blbb,0.75
gissi-hf,time-chf,f14_desaltbb,v3bb,0.75
gissi-hf,time-chf,f14_desaltbb,v18bb,0.75
gissi-hf,time-chf,f14_desaltbb,bbadj3,0.625
gissi-hf,time-chf,f14_desaltbb,dosebbv18,0.625
gissi-hf,time-chf,f14_desaltbb,bb_at_v18,0.625
gissi-hf,time-chf,f14_desaltbb,dosebbbl,0.625
gissi-hf,time-chf,f14_desaltbb,dosebbv3,0.625
gissi-hf,time-chf,f14_desaltbb,bbadj6,0.625
gissi-hf,time-chf,f14_desaltbb,dosebbv12,0.625
gissi-hf,time-chf,f14_desaltbb,bb_at_v6,0.625
gissi-hf,time-chf,f14_desaltbb,v12bb,0.75
gissi-hf,time-chf,f14_desaltbb,bb_at_v1,0.625
gissi-hf,time-chf,f14_desaltbb,dosebbv6,0.625
gissi-hf,time-chf,f8_last,ast,0.5555555555555556
gissi-hf,time-chf,urice,uric_acid_bl,1.0
gissi-hf,time-chf,urice,uric_acid_v1,0.888888888888889
gissi-hf,time-chf,urice,uric_acid_v6,0.888888888888889
gissi-hf,time-chf,urice,uric_acid_v18,0.888888888888889
gissi-hf,time-chf,urice,uric_acid_v12,0.888888888888889
gissi-hf,time-chf,urice,uric_acid_v3,0.888888888888889
gissi-hf,time-chf,f7_urice,uric_acid_bl,0.888888888888889
gissi-hf,time-chf,f7_urice,uric_acid_v1,0.888888888888889
gissi-hf,time-chf,f7_urice,uric_acid_v6,0.888888888888889
gissi-hf,time-chf,f7_urice,uric_acid_v18,1.0
gissi-hf,time-chf,f7_urice,uric_acid_v12,0.888888888888889
gissi-hf,time-chf,f7_urice,uric_acid_v3,0.888888888888889
gissi-hf,time-chf,f5_lalt,alt,0.5555555555555556
gissi-hf,time-chf,f3_anticoag,oak_v18,0.875
gissi-hf,time-chf,f3_anticoag,oak_v6,0.875
gissi-hf,time-chf,f3_anticoag,oak_v12,0.875
gissi-hf,time-chf,f3_anticoag,oak_bl,0.875
gissi-hf,time-chf,f3_anticoag,oak_v3,0.875
gissi-hf,time-chf,f3_anticoag,oak_v1,1.0
gissi-hf,time-chf,openstat,statin_at_bl,0.75
gissi-hf,time-chf,openstat,statin_dose_bl,0.75
gissi-hf,time-chf,openstat,statin01,1.0
gissi-hf,time-chf,prebyp,datecabgmonth,0.7777777777777778
gissi-hf,time-chf,prebyp,cabg,0.75
gissi-hf,time-chf,prebyp,datecabgyear,0.6666666666666667
gissi-hf,time-chf,antidepr,antidepress,1.0
gissi-hf,time-chf,f8_ipervent,lvh,0.625
gissi-hf,time-chf,f8_ipervent,lvh_12,0.625
gissi-hf,time-chf,f8_ipervent,lvh_18,0.625
gissi-hf,time-chf,f5_ematocri,hct,0.888888888888889
gissi-hf,time-chf,f5_ematocri,hct6,1.0
gissi-hf,time-chf,f5_ematocri,hct12,0.888888888888889
gissi-hf,time-chf,f5_ematocri,hct18,0.888888888888889
gissi-hf,time-chf,f4_uast,ast,0.5555555555555556
gissi-hf,time-chf,f14_trigli,triglyc,0.7777777777777778
gissi-hf,time-chf,f13_descopen,statin_at_bl,0.875
gissi-hf,time-chf,f13_descopen,statin_dose_bl,0.625
gissi-hf,time-chf,f13_descopen,statin01,0.625
gissi-hf,time-chf,voldia,lvedv_12,0.6666666666666667
gissi-hf,time-chf,voldia,lvedv_18,0.6666666666666667
gissi-hf,time-chf,voldia,lvedv,0.7777777777777778
gissi-hf,time-chf,f13_sartani,doseatiiv3,0.625
gissi-hf,time-chf,f13_sartani,atiiadj6,0.625
gissi-hf,time-chf,f13_sartani,v3atii,0.625
gissi-hf,time-chf,f13_sartani,doseatiiv12,0.625
gissi-hf,time-chf,f13_sartani,atiiadj1,0.625
gissi-hf,time-chf,f13_sartani,blatii,0.625
gissi-hf,time-chf,f13_sartani,v18atii,0.625
gissi-hf,time-chf,f13_sartani,atii_at_v3,0.875
gissi-hf,time-chf,f13_sartani,atii_at_bl,0.875
gissi-hf,time-chf,f13_sartani,atiiadj12,0.625
gissi-hf,time-chf,f13_sartani,atiiadjbl,0.625
gissi-hf,time-chf,f13_sartani,atii_at_v18,0.875
gissi-hf,time-chf,f13_sartani,atii_at_v6,0.875
gissi-hf,time-chf,f13_sartani,v1atii,0.625
gissi-hf,time-chf,f13_sartani,atii_at_v1,0.875
gissi-hf,time-chf,f13_sartani,v6atii,0.625
gissi-hf,time-chf,f13_sartani,doseatiiv1,0.625
gissi-hf,time-chf,f13_sartani,atiiadj3,0.625
gissi-hf,time-chf,f13_sartani,atii_at_v12,0.875
gissi-hf,time-chf,f13_sartani,doseatiiv18,0.625
gissi-hf,time-chf,f13_sartani,doseatiibl,0.625
gissi-hf,time-chf,f13_sartani,doseatiiv6,0.625
gissi-hf,time-chf,f13_sartani,v12atii,0.625
gissi-hf,time-chf,f12_emoglob,hb18,0.888888888888889
gissi-hf,time-chf,f12_emoglob,hb,0.888888888888889
gissi-hf,time-chf,f12_emoglob,hb12,0.888888888888889
gissi-hf,time-chf,f12_emoglob,hb6,0.888888888888889
gissi-hf,time-chf,f8_desaltac,ace_at_v3,0.625
gissi-hf,time-chf,f8_desaltac,doseacev12,0.625
gissi-hf,time-chf,f8_desaltac,ace_at_v12,0.625
gissi-hf,time-chf,f8_desaltac,ace_at_v6,0.625
gissi-hf,time-chf,f8_desaltac,blace,0.75
gissi-hf,time-chf,f8_desaltac,v3ace,0.75
gissi-hf,time-chf,f8_desaltac,aceadjbl,0.625
gissi-hf,time-chf,f8_desaltac,doseacev3,0.625
gissi-hf,time-chf,f8_desaltac,aceadj12,0.625
gissi-hf,time-chf,f8_desaltac,ace_at_bl,0.625
gissi-hf,time-chf,f8_desaltac,doseacebl,0.625
gissi-hf,time-chf,f8_desaltac,v1ace,0.75
gissi-hf,time-chf,f8_desaltac,ace_at_v1,0.625
gissi-hf,time-chf,f8_desaltac,v12ace,0.75
gissi-hf,time-chf,f8_desaltac,aceadj6,0.625
gissi-hf,time-chf,f8_desaltac,aceadj3,0.625
gissi-hf,time-chf,f8_desaltac,doseacev6,0.625
gissi-hf,time-chf,f8_desaltac,v6ace,0.75
gissi-hf,time-chf,f8_desaltac,aceadj1,0.625
gissi-hf,time-chf,f8_desaltac,doseacev18,0.625
gissi-hf,time-chf,f8_desaltac,doseacev1,0.625
gissi-hf,time-chf,f8_desaltac,v18ace,0.75
gissi-hf,time-chf,f8_desaltac,ace_at_v18,0.625
gissi-hf,time-chf,f10_nyha,nyha18_class,0.875
gissi-hf,time-chf,f10_nyha,nyha3_class,0.875
