source,target,somop_id,tomop_id,scode,slabel,tcode,tlabel,category,mapping type,source_visit,target_visit,source_type,source_unit,source_data_type,target_type,target_unit,target_data_type,transformation_rule
atiiadjbl,arb01,21601823,21601823,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",drug_exposure,exact match,baseline time,baseline time,multi_class_variable,,int,binary_class_variable,,int,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
atiiadjbl,arb_contra,21601823,21601823,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",drug_exposure,exact match,baseline time,baseline time,multi_class_variable,,int,binary_class_variable,,int,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
atiiadjbl,arb,21601823,21601823,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",drug_exposure,exact match,baseline time,baseline time,multi_class_variable,,int,multi_class_variable,,str,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
atiiadjbl,dosisfrequentiearb,21601823,21601823,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",drug_exposure,exact match,baseline time,baseline time,multi_class_variable,,int,multi_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
atiiadjbl,dagdosisarb,21601823,21601823,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",drug_exposure,exact match,baseline time,baseline time,multi_class_variable,,int,continuous_variable,milligram,float,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
atiiadjbl,doseringarb,21601823,21601823,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",drug_exposure,exact match,baseline time,baseline time,multi_class_variable,,int,qualitative_variable,milligram,str,"This variable pair involves categorical variable (binary or multi-class) and  a qualitative variable (string/text-based). Harmonization is conditionally possible if the qualitative variable contains a finite and consistently used set of values that can be reliably mapped to the categorical codes. Transformation requires: (1) value normalization (e.g., spelling, casing), and (2) manual or automated mapping to standardized categories. This process may incur minor information loss and should be justified based on the harmonization goal. Applicability is limited to cases where the qualitative variable represents discrete categories, not unstructured narrative text."
atiiadjbl,arbyn,21601823,21601823,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",drug_exposure,exact match,baseline time,baseline time,multi_class_variable,,int,binary_class_variable,,str,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
atiiadjbl,dosisarb,21601823,21601823,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",drug_exposure,exact match,baseline time,baseline time,multi_class_variable,,int,continuous_variable,,float,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
atii_at_bl,arboptimaal,21601823,21601823,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",drug_exposure,exact match,baseline time,baseline time,binary_class_variable,,int,multi_class_variable,,str,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
atii_at_bl,arb01,21601823,21601823,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",drug_exposure,exact match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
atii_at_bl,arb_contra,21601823,21601823,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",drug_exposure,exact match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,int,"For harmonization, no transformation required if categorical values are the same, otherwise transformation is needed on categorical values"
atii_at_bl,arb,21601823,21601823,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",drug_exposure,exact match,baseline time,baseline time,binary_class_variable,,int,multi_class_variable,,str,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
atii_at_bl,dosisfrequentiearb,21601823,21601823,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",drug_exposure,exact match,baseline time,baseline time,binary_class_variable,,int,multi_class_variable,,int,"For harmonization convert multi-class variables to binary classes, but accept only the degree of information loss justified by the research question. For drug-related variables, scrutinize the surrounding categorical context—e.g., therapy adjustments or supplemental medication descriptors—before deciding on the optimal harmonization, because these details may not map cleanly onto a binary split."
atii_at_bl,dagdosisarb,21601823,21601823,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",drug_exposure,exact match,baseline time,baseline time,binary_class_variable,,int,continuous_variable,milligram,float,"For drug-related variables in harmonization, first examine any accompanying categorical context—such as therapy adjustments or descriptive qualifiers—because these details may not align neatly with the drug-dosage columns and harmonization may not be possible."
