source,target,somop_id,tomop_id,scode,slabel,tcode,tlabel,category,source_visit,target_visit,transformation_rule,source_type,source_unit,source_data_type,source_categories_labels,source_original_categories,target_type,target_unit,target_data_type,target_categories_labels,target_original_categories,mapping type,harmonization_status
ace_at_bl,altace,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,"""ace inhibitors, plain""",drug_exposure,baseline time,baseline time,"{""description"": ""Categorical values are identical and aligned by standard labels."", ""categorical_mapping"": ""no: 0<->2; yes: 1<->3"", ""standard_labels"": ""no; yes""}",binary_class_variable,,int,no; yes,0; 1,binary_class_variable,,int,yes; no,3; 2,code match,Complete Match (Identical)
ace_at_bl,desaltac,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,"""ace inhibitors, plain""",drug_exposure,baseline time,baseline time,"{""description"": ""Map structured categorical codes to consistent text labels; normalize values.""}",binary_class_variable,,int,no; yes,0; 1,qualitative_variable,,str,,,code match,Partial Match (Tentative)
ace_at_bl,daltace,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,"""ace inhibitors, plain""",drug_exposure,baseline time,baseline time,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",binary_class_variable,,int,no; yes,0; 1,continuous_variable,ucum:mg,float,,,code match,Not Applicable
ace_at_v3,f4_desaltac,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,"""ace inhibitors, plain""",drug_exposure,follow-up 3 months,follow-up 3 months,"{""description"": ""Map structured categorical codes to consistent text labels; normalize values.""}",binary_class_variable,,int,yes; no,1; 0,qualitative_variable,,str,,,code match,Partial Match (Tentative)
ace_at_v3,f4_daltace,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,"""ace inhibitors, plain""",drug_exposure,follow-up 3 months,follow-up 3 months,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",binary_class_variable,,int,yes; no,1; 0,continuous_variable,ucum:mg,float,,,code match,Not Applicable
ace_at_v3,f4_altace,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,"""ace inhibitors, plain""",drug_exposure,follow-up 3 months,follow-up 3 months,"{""description"": ""Categorical values are identical and aligned by standard labels."", ""categorical_mapping"": ""no: 0<->2; yes: 1<->3"", ""standard_labels"": ""no; yes""}",binary_class_variable,,int,yes; no,1; 0,binary_class_variable,,int,no; yes,2; 3,code match,Complete Match (Identical)
doseacev6,f5_daltace,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,"""ace inhibitors, plain""",drug_exposure,follow-up 6 months,follow-up 6 months,"{""description"": ""Unit conversion in dataset required from ucum:% to ucum:mg (or vice versa).""}",continuous_variable,ucum:%,float,,,continuous_variable,ucum:mg,float,,,code match,Complete Match (Compatible)
doseacev6,f5_desaltac,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,"""ace inhibitors, plain""",drug_exposure,follow-up 6 months,follow-up 6 months,"{""description"": ""Map qualitative text to binary indicators only if values are consistently structured.""}",continuous_variable,ucum:%,float,,,qualitative_variable,,str,,,code match,Partial Match (Tentative)
doseacev6,f5_altace,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,"""ace inhibitors, plain""",drug_exposure,follow-up 6 months,follow-up 6 months,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",continuous_variable,ucum:%,float,,,binary_class_variable,,int,yes; no,3; 2,code match,Not Applicable
v12ace,f6_altace,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,"""ace inhibitors, plain""",drug_exposure,follow-up 1 year,follow-up 1 year,"{""description"": ""No specific transformation rule available.""}",multi_class_variable,,int,lisinopril; other; trandolapril; no; fosinopril; enalapril; benazapril; spirapril; captopril; cilazapril; ramipril; quinapril; perindopril,11; 12; 6; 0; 5; 9; 3; 2; 8; 7; 10; 1; 4,binary_class_variable,,int,yes; no,3; 2,code match,Not Applicable
v12ace,f6_desaltac,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,"""ace inhibitors, plain""",drug_exposure,follow-up 1 year,follow-up 1 year,"{""description"": ""Map structured categorical codes to consistent text labels; normalize values.""}",multi_class_variable,,int,lisinopril; other; trandolapril; no; fosinopril; enalapril; benazapril; spirapril; captopril; cilazapril; ramipril; quinapril; perindopril,11; 12; 6; 0; 5; 9; 3; 2; 8; 7; 10; 1; 4,qualitative_variable,,str,,,code match,Partial Match (Tentative)
v12ace,f6_daltace,21601784,21601784,atc:c09aa,"""ace inhibitors, plain""",atc:c09aa,"""ace inhibitors, plain""",drug_exposure,follow-up 1 year,follow-up 1 year,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",multi_class_variable,,int,lisinopril; other; trandolapril; no; fosinopril; enalapril; benazapril; spirapril; captopril; cilazapril; ramipril; quinapril; perindopril,11; 12; 6; 0; 5; 9; 3; 2; 8; 7; 10; 1; 4,continuous_variable,ucum:mg,float,,,code match,Not Applicable
atiiadj6,f5_sartani,21601823,21601823,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",drug_exposure,follow-up 6 months,follow-up 6 months,"{""description"": ""No specific transformation rule available.""}",multi_class_variable,,int,other; reduced; stop; medication stopped - side effect; no; once; more than once,6; 3; 4; 5; 0; 1; 2,binary_class_variable,,int,yes; no,3; 2,code match,Not Applicable
doseatiiv6,f5_sartani,21601823,21601823,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",drug_exposure,follow-up 6 months,follow-up 6 months,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",continuous_variable,ucum:%,float,,,binary_class_variable,,int,yes; no,3; 2,code match,Not Applicable
v6atii,f5_sartani,21601823,21601823,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",drug_exposure,follow-up 6 months,follow-up 6 months,"{""description"": ""No specific transformation rule available.""}",multi_class_variable,,int,other; telmisartan; irbesartan; valsartan; eprosartan; losartan; candesartan; no,7; 5; 3; 6; 2; 4; 1; 0,binary_class_variable,,int,yes; no,3; 2,code match,Not Applicable
atii_at_v1,f3_sartani,21601823,21601823,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",drug_exposure,follow-up 1 month,follow-up 1 month,"{""description"": ""Categorical values are identical and aligned by standard labels."", ""categorical_mapping"": ""no: 0<->2; yes: 1<->3"", ""standard_labels"": ""no; yes""}",binary_class_variable,,int,yes; no,1; 0,binary_class_variable,,int,no; yes,2; 3,code match,Complete Match (Identical)
atiiadj3,f4_sartani,21601823,21601823,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",drug_exposure,follow-up 3 months,follow-up 3 months,"{""description"": ""No specific transformation rule available.""}",multi_class_variable,,int,stop; medication stopped - side effect; reduced; other; no; more than once; once,4; 5; 3; 6; 0; 2; 1,binary_class_variable,,int,no; yes,2; 3,code match,Not Applicable
blatii,sartani,21601823,21601823,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",drug_exposure,baseline time,baseline time,"{""description"": ""No specific transformation rule available.""}",multi_class_variable,,int,losartan; eprosartan; valsartan; telmisartan; other; candesartan; no; irbesartan,4; 2; 6; 5; 7; 1; 0; 3,binary_class_variable,,int,no; yes,2; 3,code match,Not Applicable
doseatiiv18,f7_sartani,21601823,21601823,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",drug_exposure,follow-up 18 months,follow-up 18 months,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",continuous_variable,ucum:%,float,,,binary_class_variable,,int,yes; no,3; 2,code match,Not Applicable
atii_at_v6,f5_sartani,21601823,21601823,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",drug_exposure,follow-up 6 months,follow-up 6 months,"{""description"": ""Categorical values are identical and aligned by standard labels."", ""categorical_mapping"": ""no: 0<->2; yes: 1<->3"", ""standard_labels"": ""no; yes""}",binary_class_variable,,int,no; yes,0; 1,binary_class_variable,,int,yes; no,3; 2,code match,Complete Match (Identical)
atii_at_v12,f6_sartani,21601823,21601823,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",drug_exposure,follow-up 1 year,follow-up 1 year,"{""description"": ""Categorical values are identical and aligned by standard labels."", ""categorical_mapping"": ""no: 0<->2; yes: 1<->3"", ""standard_labels"": ""no; yes""}",binary_class_variable,,int,no; yes,0; 1,binary_class_variable,,int,no; yes,2; 3,code match,Complete Match (Identical)
atiiadj1,f3_sartani,21601823,21601823,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",drug_exposure,follow-up 1 month,follow-up 1 month,"{""description"": ""No specific transformation rule available.""}",multi_class_variable,,int,reduced; no; other; more than once; medication stopped - side effect; stop; once,3; 0; 6; 2; 5; 4; 1,binary_class_variable,,int,no; yes,2; 3,code match,Not Applicable
doseatiibl,sartani,21601823,21601823,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",drug_exposure,baseline time,baseline time,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",continuous_variable,ucum:%,float,,,binary_class_variable,,int,no; yes,2; 3,code match,Not Applicable
doseatiiv12,f6_sartani,21601823,21601823,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",drug_exposure,follow-up 1 year,follow-up 1 year,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",continuous_variable,ucum:%,float,,,binary_class_variable,,int,no; yes,2; 3,code match,Not Applicable
doseatiiv3,f4_sartani,21601823,21601823,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",drug_exposure,follow-up 3 months,follow-up 3 months,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",continuous_variable,ucum:%,float,,,binary_class_variable,,int,no; yes,2; 3,code match,Not Applicable
atiiadjbl,sartani,21601823,21601823,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",drug_exposure,baseline time,baseline time,"{""description"": ""No specific transformation rule available.""}",multi_class_variable,,int,medication stopped - side effect; other; once; stop; reduced; no; more than once,5; 6; 1; 4; 3; 0; 2,binary_class_variable,,int,no; yes,2; 3,code match,Not Applicable
v3atii,f4_sartani,21601823,21601823,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",drug_exposure,follow-up 3 months,follow-up 3 months,"{""description"": ""No specific transformation rule available.""}",multi_class_variable,,int,valsartan; no; telmisartan; eprosartan; candesartan; other; losartan; irbesartan,6; 0; 5; 2; 1; 7; 4; 3,binary_class_variable,,int,no; yes,2; 3,code match,Not Applicable
atii_at_bl,sartani,21601823,21601823,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",drug_exposure,baseline time,baseline time,"{""description"": ""Categorical values are identical and aligned by standard labels."", ""categorical_mapping"": ""no: 0<->2; yes: 1<->3"", ""standard_labels"": ""no; yes""}",binary_class_variable,,int,no; yes,0; 1,binary_class_variable,,int,no; yes,2; 3,code match,Complete Match (Identical)
atii_at_v18,f7_sartani,21601823,21601823,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",drug_exposure,follow-up 18 months,follow-up 18 months,"{""description"": ""Categorical values are identical and aligned by standard labels."", ""categorical_mapping"": ""no: 0<->2; yes: 1<->3"", ""standard_labels"": ""no; yes""}",binary_class_variable,,int,yes; no,1; 0,binary_class_variable,,int,yes; no,3; 2,code match,Complete Match (Identical)
atii_at_v3,f4_sartani,21601823,21601823,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",drug_exposure,follow-up 3 months,follow-up 3 months,"{""description"": ""Categorical values are identical and aligned by standard labels."", ""categorical_mapping"": ""no: 0<->2; yes: 1<->3"", ""standard_labels"": ""no; yes""}",binary_class_variable,,int,no; yes,0; 1,binary_class_variable,,int,no; yes,2; 3,code match,Complete Match (Identical)
atiiadj12,f6_sartani,21601823,21601823,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",drug_exposure,follow-up 1 year,follow-up 1 year,"{""description"": ""No specific transformation rule available.""}",multi_class_variable,,int,medication stopped - side effect; other; stop; no; reduced; more than once; once,5; 6; 4; 0; 3; 2; 1,binary_class_variable,,int,no; yes,2; 3,code match,Not Applicable
v1atii,f3_sartani,21601823,21601823,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",drug_exposure,follow-up 1 month,follow-up 1 month,"{""description"": ""No specific transformation rule available.""}",multi_class_variable,,int,irbesartan; eprosartan; losartan; other; candesartan; valsartan; telmisartan; no,3; 2; 4; 7; 1; 6; 5; 0,binary_class_variable,,int,no; yes,2; 3,code match,Not Applicable
v12atii,f6_sartani,21601823,21601823,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",drug_exposure,follow-up 1 year,follow-up 1 year,"{""description"": ""No specific transformation rule available.""}",multi_class_variable,,int,no; other; eprosartan; irbesartan; valsartan; candesartan; telmisartan; losartan,0; 7; 2; 3; 6; 1; 5; 4,binary_class_variable,,int,no; yes,2; 3,code match,Not Applicable
v18atii,f7_sartani,21601823,21601823,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",drug_exposure,follow-up 18 months,follow-up 18 months,"{""description"": ""No specific transformation rule available.""}",multi_class_variable,,int,irbesartan; telmisartan; valsartan; losartan; other; candesartan; eprosartan; no,3; 5; 6; 4; 7; 1; 2; 0,binary_class_variable,,int,yes; no,3; 2,code match,Not Applicable
doseatiiv1,f3_sartani,21601823,21601823,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",drug_exposure,follow-up 1 month,follow-up 1 month,"{""description"": ""Avoid continuous\u2192categorical harmonization for drug-related variables unless strongly justified.""}",continuous_variable,ucum:%,float,,,binary_class_variable,,int,no; yes,2; 3,code match,Not Applicable
