source,target,somop_id,tomop_id,scode,slabel,tcode,tlabel,category,mapping type,source_visit,target_visit,source_type,source_unit,source_data_type,source_categories,target_type,target_unit,target_data_type,target_categories,transformation_rule
dosetorabl,bm_diu2d3,942350.0,21601516.0,rxnorm:38413,torsemide,atc:c03c,high-ceiling diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosetorabl,im_diud1,942350.0,21601516.0,rxnorm:38413,torsemide,atc:c03c,high-ceiling diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosetorabl,im_diuw,942350.0,21601516.0,rxnorm:38413,torsemide,atc:c03c,high-ceiling diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,qualitative_variable,,str,,"{""rule"": ""No specific transformation rule matched."", ""source_categories"": """", ""target_categories"": """"}"
dosetorabl,hm_diu2d3,942350.0,21601516.0,rxnorm:38413,torsemide,atc:c03c,high-ceiling diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosetorabl,em_diuw,942350.0,21601516.0,rxnorm:38413,torsemide,atc:c03c,high-ceiling diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,qualitative_variable,,str,,"{""rule"": ""No specific transformation rule matched."", ""source_categories"": """", ""target_categories"": """"}"
dosetorabl,em_diuw2,942350.0,21601516.0,rxnorm:38413,torsemide,atc:c03c,high-ceiling diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,qualitative_variable,,str,,"{""rule"": ""No specific transformation rule matched."", ""source_categories"": """", ""target_categories"": """"}"
dosetorabl,em_diud4,942350.0,21601516.0,rxnorm:38413,torsemide,atc:c03c,high-ceiling diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosetorabl,em_diu2d4,942350.0,21601516.0,rxnorm:38413,torsemide,atc:c03c,high-ceiling diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosetorabl,hm_diud4,942350.0,21601516.0,rxnorm:38413,torsemide,atc:c03c,high-ceiling diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosetorabl,bm_diuw,942350.0,21601516.0,rxnorm:38413,torsemide,atc:c03c,high-ceiling diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,qualitative_variable,,str,,"{""rule"": ""No specific transformation rule matched."", ""source_categories"": """", ""target_categories"": """"}"
dosetorabl,im_diu2d2,942350.0,21601516.0,rxnorm:38413,torsemide,atc:c03c,high-ceiling diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosetorabl,gm_diu2d3,942350.0,21601516.0,rxnorm:38413,torsemide,atc:c03c,high-ceiling diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosetorabl,fm_diu2d3,942350.0,21601516.0,rxnorm:38413,torsemide,atc:c03c,high-ceiling diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosetorabl,bm_diud3,942350.0,21601516.0,rxnorm:38413,torsemide,atc:c03c,high-ceiling diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosetorabl,bm_diuw2,942350.0,21601516.0,rxnorm:38413,torsemide,atc:c03c,high-ceiling diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,qualitative_variable,,str,,"{""rule"": ""No specific transformation rule matched."", ""source_categories"": """", ""target_categories"": """"}"
dosetorabl,em_diud1,942350.0,21601516.0,rxnorm:38413,torsemide,atc:c03c,high-ceiling diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosetorabl,im_diud4,942350.0,21601516.0,rxnorm:38413,torsemide,atc:c03c,high-ceiling diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosetorabl,em_diud2,942350.0,21601516.0,rxnorm:38413,torsemide,atc:c03c,high-ceiling diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosetorabl,gm_diu2d4,942350.0,21601516.0,rxnorm:38413,torsemide,atc:c03c,high-ceiling diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosetorabl,dm_diu2d1,942350.0,21601516.0,rxnorm:38413,torsemide,atc:c03c,high-ceiling diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosetorabl,dm_diud3,942350.0,21601516.0,rxnorm:38413,torsemide,atc:c03c,high-ceiling diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosetorabl,gm_diud2,942350.0,21601516.0,rxnorm:38413,torsemide,atc:c03c,high-ceiling diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosetorabl,dm_diuw,942350.0,21601516.0,rxnorm:38413,torsemide,atc:c03c,high-ceiling diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,qualitative_variable,,str,,"{""rule"": ""No specific transformation rule matched."", ""source_categories"": """", ""target_categories"": """"}"
dosetorabl,fm_diud3,942350.0,21601516.0,rxnorm:38413,torsemide,atc:c03c,high-ceiling diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosetorabl,em_diu2d2,942350.0,21601516.0,rxnorm:38413,torsemide,atc:c03c,high-ceiling diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosetorabl,dm_diu2d3,942350.0,21601516.0,rxnorm:38413,torsemide,atc:c03c,high-ceiling diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosetorabl,dm_diuw2,942350.0,21601516.0,rxnorm:38413,torsemide,atc:c03c,high-ceiling diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,qualitative_variable,,str,,"{""rule"": ""No specific transformation rule matched."", ""source_categories"": """", ""target_categories"": """"}"
dosetorabl,hm_diuw2,942350.0,21601516.0,rxnorm:38413,torsemide,atc:c03c,high-ceiling diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,qualitative_variable,,str,,"{""rule"": ""No specific transformation rule matched."", ""source_categories"": """", ""target_categories"": """"}"
dosetorabl,bm_diud1,942350.0,21601516.0,rxnorm:38413,torsemide,atc:c03c,high-ceiling diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosetorabl,hm_diu2d2,942350.0,21601516.0,rxnorm:38413,torsemide,atc:c03c,high-ceiling diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
dosetorabl,gm_diu2d2,942350.0,21601516.0,rxnorm:38413,torsemide,atc:c03c,high-ceiling diuretics,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,milligram,int,,continuous_variable,milligram,float,,"{""rule"": ""No transformation required. Continuous types and units match."", ""source_categories"": """", ""target_categories"": """"}"
